ts,o,h,l,c,v
1782819000,24890.4,24897.4,24833.4,24848.4,1399.0
1782820800,24848.4,24909.4,24845.4,24903.4,1112.0
1782822600,24902.4,24960.4,24891.4,24934.4,1117.0
1782824400,24934.4,25002.4,24928.4,24999.4,1032.0
1782826200,24999.4,25014.4,24980.4,25003.4,980.0
1782828000,25003.4,25039.4,24985.4,25018.4,1125.0
1782829800,25019.4,25050.4,25018.4,25019.4,951.0
1782831600,25019.4,25022.4,24948.4,24950.4,1315.0
1782833400,24950.4,24991.4,24921.4,24973.4,1263.0
1782835200,24973.4,24977.4,24910.4,24918.4,1319.0
1782837000,24917.4,24973.4,24901.4,24963.4,2093.0
1782838800,24963.4,24981.4,24930.4,24955.4,1642.0
1782840600,24955.4,24979.4,24919.4,24938.4,1685.0
1782842400,24937.4,25027.4,24937.4,25003.4,1631.0
1782844200,25004.4,25041.4,24984.4,25011.4,1348.0
1782846000,25011.4,25019.4,25000.4,25013.4,665.0
1782847800,25012.4,25036.4,25012.4,25030.4,477.0
1782849600,25031.4,25041.4,25021.4,25033.4,455.0
1782851400,25033.4,25043.4,25029.4,25040.4,374.0
1782853200,25040.4,25052.4,25030.4,25039.4,404.0
1782855000,25038.4,25059.4,25033.4,25055.4,342.0
1782856800,25055.4,25067.4,25044.4,25047.4,370.0
1782858600,25047.4,25049.4,25027.4,25041.4,819.0
1782874800,25044.1,25045.8,25029.7,25034.8,360.0
1782876600,25034.8,25043.8,25028.8,25031.8,423.0
1782878400,25031.8,25048.8,25008.8,25016.8,625.0
1782880200,25017.8,25022.8,24991.8,24995.8,673.0
1782882000,24998.8,25000.8,24971.8,24991.8,856.0
1782883800,24991.8,25015.8,24989.8,25000.8,500.0
1782885600,25000.8,25017.8,24996.8,25000.8,242.0
1782887400,25000.8,25018.8,24993.8,25014.8,377.0
1782889200,25014.8,25016.8,25000.8,25012.8,384.0
1782891000,25012.8,25021.8,24999.8,25000.8,368.0
1782892800,25000.8,25009.8,24991.8,24996.8,384.0
1782894600,24996.8,25021.8,24994.8,25020.8,447.0
1782896400,25019.8,25043.4,25003.4,25021.4,719.0
1782898200,25021.4,25050.4,25007.4,25047.4,678.0
1782900000,25048.4,25071.4,24975.4,25000.4,2476.0
1782901800,25000.4,25074.4,24980.4,25073.4,1443.0
1782903600,25073.4,25103.4,25037.4,25085.4,1597.0
1782905400,25085.4,25115.4,25065.4,25088.4,1379.0
1782907200,25088.4,25104.4,25058.4,25104.4,1286.0
1782909000,25103.4,25111.4,25090.4,25097.4,1149.0
1782910800,25097.4,25099.4,25046.4,25097.4,1101.0
1782912600,25097.4,25101.4,25069.4,25084.4,895.0
1782914400,25084.4,25102.4,25047.4,25053.4,990.0
1782916200,25054.4,25057.4,25003.4,25010.4,1330.0
1782918000,25010.4,25032.4,24981.4,25026.4,1502.0
1782919800,25026.4,25041.4,24962.4,24963.4,1950.0
1782921600,24962.4,24972.4,24901.4,24971.4,2264.0
1782923400,24971.4,25021.4,24935.4,25002.6,2978.0
1782925200,25002.6,25037.4,24989.4,25023.4,1978.0
1782927000,25023.4,25029.4,24977.4,25000.4,1753.0
1782928800,25000.4,25093.4,24996.4,25092.4,1563.0
1782930600,25094.4,25102.4,25049.4,25075.4,1329.0
1782932400,25076.4,25099.4,25071.4,25095.4,857.0
1782934200,25095.4,25107.4,25061.4,25063.4,878.0
1782936000,25064.4,25097.4,25062.4,25093.4,801.0
1782937800,25093.4,25099.4,25060.4,25064.4,576.0
1782939600,25064.4,25076.4,25052.4,25063.4,668.0
1782941400,25063.4,25070.4,25054.4,25059.4,559.0
1782943200,25058.4,25082.4,25058.4,25073.4,674.0
1782945000,25073.4,25080.4,25056.4,25064.4,918.0
1782961200,25037.0,25037.0,25002.7,25034.7,740.0
1782963000,25034.7,25066.7,25007.7,25056.7,1154.0
1782964800,25057.7,25105.7,25049.7,25103.7,1140.0
1782966600,25104.7,25166.7,25103.7,25147.7,838.0
1782968400,25148.7,25166.7,25140.7,25146.7,617.0
1782970200,25148.7,25152.7,25139.7,25147.7,326.0
1782972000,25147.7,25152.7,25125.7,25134.7,368.0
1782973800,25134.7,25156.7,25132.7,25153.7,667.0
1782975600,25153.7,25164.7,25113.7,25129.7,514.0
1782977400,25129.7,25129.7,25093.7,25115.7,749.0
1782979200,25115.7,25140.7,25105.7,25108.7,690.0
1782981000,25109.7,25109.7,25074.7,25080.7,1059.0
1782982800,25080.7,25093.3,25043.3,25045.3,935.0
1782984600,25046.3,25089.3,24992.3,24992.3,1068.0
1782986400,24993.3,25122.3,24972.3,25103.3,2488.0
1782988200,25103.3,25159.3,25088.3,25127.3,1766.0
1782990000,25128.3,25151.3,25111.3,25122.3,1907.0
1782991800,25123.3,25185.3,25115.3,25168.3,1413.0
1782993600,25168.3,25212.3,25150.3,25195.3,1346.0
1782995400,25196.3,25217.3,25189.3,25197.3,1199.0
1782997200,25197.3,25227.3,25178.3,25227.3,1080.0
1782999000,25227.3,25311.3,25227.3,25301.3,1076.0
1783000800,25302.3,25321.3,25281.3,25305.8,1024.0
1783002600,25304.8,25330.8,25296.8,25322.8,917.0
1783004400,25322.8,25381.6,25315.8,25363.5,1369.0
1783006200,25363.5,25491.6,25363.5,25464.6,2808.0
1783008000,25464.6,25543.6,25452.6,25529.6,1993.0
1783009800,25530.6,25686.6,25521.6,25667.6,2965.0
1783011600,25667.6,25676.6,25617.6,25626.6,2835.0
1783013400,25626.6,25664.6,25605.6,25664.6,3067.0
1783015200,25665.6,25675.6,25570.6,25576.6,2920.0
1783017000,25575.6,25642.6,25569.6,25581.6,2640.0
1783018800,25581.6,25630.6,25578.6,25598.6,1972.0
1783020600,25598.6,25601.6,25556.6,25565.6,1977.0
1783022400,25565.6,25568.6,25530.6,25551.6,1897.0
1783024200,25550.6,25557.6,25512.6,25515.6,1694.0
1783026000,25516.6,25558.6,25504.6,25546.6,1567.0
1783027800,25547.6,25576.6,25545.6,25567.6,1372.0
1783029600,25567.6,25571.6,25535.6,25548.6,1613.0
1783031400,25550.6,25650.6,25550.6,25648.6,1665.0
1783047600,25648.6,25675.4,25648.6,25655.9,463.0
1783049400,25655.9,25663.9,25631.9,25647.4,782.0
1783051200,25647.4,25730.9,25642.9,25719.9,1315.0
1783053000,25719.9,25737.9,25707.9,25717.9,785.0
1783054800,25717.9,25727.9,25708.9,25719.9,509.0
1783056600,25718.9,25719.9,25703.9,25715.4,417.0
1783058400,25715.4,25732.6,25707.9,25728.9,319.0
1783060200,25728.9,25742.4,25709.4,25740.4,450.0
1783062000,25740.4,25751.9,25730.4,25744.9,359.0
1783063800,25744.9,25751.9,25727.9,25728.9,374.0
1783065600,25728.9,25729.9,25696.9,25716.1,474.0
1783067400,25716.1,25731.9,25704.1,25716.9,501.0
1783069200,25716.9,25761.7,25716.7,25742.7,693.0
1783071000,25744.7,25778.7,25737.7,25776.7,736.0
1783072800,25778.7,25850.5,25757.7,25774.5,2663.0
1783074600,25774.5,25780.5,25710.5,25710.5,1731.0
1783076400,25711.5,25763.5,25698.5,25742.5,1556.0
1783078200,25742.5,25745.5,25651.5,25653.5,1580.0
1783080000,25654.5,25688.5,25635.5,25656.5,1406.0
1783081800,25655.5,25693.5,25641.9,25677.5,1451.0
1783083600,25677.5,25709.5,25663.5,25702.5,997.0
1783085400,25702.5,25729.5,25702.5,25726.5,871.0
1783087200,25727.5,25729.5,25680.5,25685.5,942.0
1783089000,25683.5,25732.5,25680.5,25730.5,755.0
1783090800,25730.5,25750.5,25724.5,25731.5,916.0
1783092600,25732.5,25774.5,25730.5,25773.5,854.0
1783094400,25773.5,25799.5,25766.5,25772.5,1056.0
1783096200,25773.5,25809.5,25752.5,25795.5,1143.0
1783098000,25795.5,25818.5,25764.5,25774.5,1100.0
1783099800,25774.5,25844.5,25769.5,25833.5,879.0
1783101600,25833.5,25859.5,25817.5,25828.5,1009.0
1783103400,25829.5,25836.5,25804.5,25821.5,853.0
1783105200,25822.5,25844.5,25818.5,25833.5,413.0
1783107000,25833.5,25844.5,25827.5,25828.5,297.0
1783108800,25828.5,25831.5,25818.5,25826.5,133.0
1783110600,25826.5,25834.5,25822.5,25829.5,135.0
1783112400,25829.5,25834.5,25813.5,25814.5,102.0
1783114200,25814.5,25824.5,25814.5,25817.5,85.0
1783116000,25816.5,25825.5,25813.5,25822.5,119.0
1783117800,25822.5,25845.5,25818.5,25838.5,262.0
1783306800,25879.0,25942.0,25857.5,25860.5,623.0
1783308600,25860.5,25898.6,25854.1,25896.0,700.0
1783310400,25896.0,25911.6,25879.6,25886.6,850.0
1783312200,25886.6,25891.6,25848.0,25863.1,924.0
1783314000,25863.6,25869.6,25831.6,25832.6,678.0
1783315800,25831.6,25841.6,25817.5,25832.6,621.0
1783317600,25830.6,25845.6,25820.0,25831.6,481.0
1783319400,25831.6,25843.1,25813.0,25827.6,719.0
1783321200,25827.6,25850.6,25818.5,25848.0,499.0
1783323000,25847.6,25860.1,25843.6,25853.0,439.0
1783324800,25853.0,25853.0,25812.6,25818.1,599.0
1783326600,25818.1,25828.6,25807.0,25817.1,663.0
1783328400,25817.1,25839.6,25796.6,25808.6,516.0
1783330200,25807.6,25829.6,25797.6,25824.6,481.0
1783332000,25824.6,25861.6,25785.6,25850.6,1827.0
1783333800,25850.6,25936.6,25840.6,25919.6,1696.0
1783335600,25920.6,25929.6,25867.6,25903.6,1720.0
1783337400,25903.6,25905.6,25852.6,25859.6,1300.0
1783339200,25858.6,25887.6,25824.6,25882.0,1351.0
1783341000,25882.0,25891.6,25860.6,25871.6,1158.0
1783342800,25870.6,25877.6,25848.0,25852.6,1182.0
1783344600,25852.6,25858.6,25815.6,25821.6,1054.0
1783346400,25820.6,25822.6,25781.6,25792.6,1071.0
1783348200,25791.6,25826.6,25783.6,25792.6,1036.0
1783350000,25791.6,25812.6,25773.6,25775.6,1234.0
1783351800,25775.6,25789.6,25764.6,25768.6,1148.0
1783353600,25768.6,25771.6,25721.6,25754.6,1282.0
1783355400,25753.6,25796.6,25745.6,25796.6,2358.0
1783357200,25795.6,25823.6,25783.6,25817.6,2023.0
1783359000,25817.6,25839.6,25801.6,25833.6,1758.0
1783360800,25833.6,25863.6,25807.6,25863.6,1597.0
1783362600,25858.6,25870.6,25813.6,25828.6,1331.0
1783364400,25829.6,25829.6,25813.6,25825.6,758.0
1783366200,25825.6,25836.6,25819.6,25821.6,600.0
1783368000,25820.6,25850.6,25815.6,25838.6,770.0
1783369800,25838.6,25839.6,25815.6,25827.6,855.0
