ts,open,high,low,close
1781493240,30150.1,30156.3,30142.7,30146.9
1781493300,30149.2,30159.8,30126.8,30130.8
1781493360,30132.2,30158.9,30132.1,30156.7
1781493420,30156.8,30156.8,30141.2,30145.8
1781493480,30144.9,30149.8,30137.3,30137.6
1781493540,30137.6,30150.8,30135.3,30150.4
1781493600,30150.4,30157.6,30142.3,30157.1
1781493660,30156.8,30163.3,30144.7,30144.7
1781493720,30144.7,30146.8,30136.6,30142.3
1781493780,30142.7,30155.6,30138.7,30154.7
1781493840,30154.9,30161.7,30152.6,30158.3
1781493900,30158.3,30164.6,30149.7,30156.9
1781493960,30156.6,30158.9,30146.7,30147.4
1781494020,30147.2,30157.4,30146.7,30154.3
1781494080,30154.3,30160.4,30154.3,30156.2
1781494140,30155.8,30158.2,30149.2,30153.7
1781494200,30154.4,30154.7,30144.6,30152.3
1781494260,30152.6,30156.7,30145.8,30148.8
1781494320,30148.8,30151.4,30145.9,30148.4
1781494380,30148.6,30151.9,30146.8,30149.9
1781494440,30149.9,30152.3,30145.6,30146.4
1781494500,30145.7,30150.6,30143.3,30147.9
1781494560,30147.7,30151.3,30145.2,30145.2
1781494620,30145.1,30145.3,30138.3,30140.3
1781494680,30140.3,30141.6,30135.1,30138.8
1781494740,30138.6,30139.6,30135.3,30136.7
1781494800,30136.7,30138.1,30132.6,30132.9
1781494860,30133.1,30133.2,30126.8,30130.4
1781494920,30130.6,30134.1,30124.7,30126.2
1781494980,30125.9,30140.6,30125.9,30138.8
1781495040,30138.7,30138.7,30129.2,30134.9
1781495100,30134.8,30136.2,30126.3,30129.3
1781495160,30129.2,30139.3,30128.7,30139.1
1781495220,30139.1,30140.6,30133.6,30133.7
1781495280,30133.7,30142.8,30132.9,30142.3
1781495340,30143.4,30146.8,30133.1,30135.9
1781495400,30135.3,30142.2,30130.3,30142.1
1781495460,30142.1,30145.3,30136.7,30138.3
1781495520,30138.4,30139.7,30126.6,30129.2
1781495580,30128.9,30132.4,30123.9,30126.3
1781495640,30126.3,30132.2,30126.1,30126.2
1781495700,30126.2,30128.4,30124.8,30126.8
1781495760,30126.8,30131.6,30125.3,30128.2
1781495820,30128.1,30133.1,30128.1,30130.9
1781495880,30130.8,30132.6,30125.3,30128.6
1781495940,30128.3,30133.2,30127.6,30132.7
1781496000,30133.2,30133.2,30123.6,30125.8
1781496060,30125.1,30131.3,30119.8,30130.4
1781496120,30130.3,30141.9,30130.3,30140.2
1781496180,30140.2,30141.8,30132.3,30132.9
1781496240,30132.9,30141.9,30132.4,30138.2
1781496300,30138.2,30139.3,30128.2,30129.1
1781496360,30130.3,30136.8,30124.9,30129.9
1781496420,30129.9,30150.8,30129.9,30144.6
1781496480,30145.2,30146.4,30141.3,30142.1
1781496540,30141.9,30147.3,30138.3,30141.8
1781496600,30141.8,30142.2,30135.1,30137.3
1781496660,30137.3,30145.2,30134.7,30140.7
1781496720,30140.1,30160.8,30137.1,30157.8
1781496780,30157.6,30164.2,30148.8,30152.3
1781496840,30152.9,30159.7,30151.8,30155.9
1781496900,30155.8,30160.2,30153.9,30153.9
1781496960,30154.1,30156.6,30149.2,30152.8
1781497020,30152.8,30156.2,30150.3,30151.1
1781497080,30151.1,30152.4,30145.9,30150.3
1781497140,30150.3,30150.9,30135.3,30136.7
1781497200,30136.6,30142.7,30132.9,30140.9
1781497260,30141.1,30146.4,30135.9,30140.2
1781497320,30139.9,30146.4,30137.7,30143.6
1781497380,30143.7,30147.6,30141.8,30143.4
1781497440,30144.2,30151.4,30144.2,30145.9
1781497500,30146.2,30146.9,30136.9,30142.9
1781497560,30142.4,30155.8,30142.1,30150.9
1781497620,30150.9,30158.8,30150.9,30158.7
1781497680,30158.7,30163.4,30156.6,30160.7
1781497740,30159.9,30160.6,30150.7,30151.3
1781497800,30151.4,30156.1,30137.6,30144.3
1781497860,30144.8,30152.7,30139.9,30151.8
1781497920,30152.1,30160.7,30152.1,30156.7
1781497980,30156.7,30159.3,30152.7,30156.6
1781498040,30156.7,30163.4,30155.8,30162.3
1781498100,30162.3,30164.6,30159.7,30162.1
1781498160,30162.1,30165.2,30158.7,30164.8
1781498220,30164.8,30172.6,30163.2,30169.9
1781498280,30169.7,30170.1,30164.4,30167.9
1781498340,30167.3,30169.2,30163.9,30166.7
1781498400,30166.7,30168.7,30162.7,30168.4
1781498460,30168.6,30170.2,30163.7,30164.3
1781498520,30164.3,30172.7,30163.6,30172.7
1781498580,30173.4,30177.3,30172.2,30175.2
1781498640,30175.1,30177.2,30174.4,30176.1
1781498700,30175.9,30176.4,30169.9,30171.6
1781498760,30171.1,30175.9,30170.2,30173.9
1781498820,30174.2,30176.7,30174.1,30174.8
1781498880,30174.8,30175.9,30172.9,30173.3
1781498940,30173.3,30173.4,30169.7,30171.8
1781499000,30171.8,30171.9,30168.7,30169.3
1781499060,30169.4,30174.1,30168.9,30172.3
1781499120,30172.2,30177.4,30172.1,30177.3
1781499180,30177.3,30177.3,30165.8,30166.6
1781499240,30166.6,30169.7,30163.1,30165.8
1781499300,30165.7,30165.9,30160.8,30161.6
1781499360,30162.4,30162.7,30156.2,30156.9
1781499420,30157.2,30161.8,30154.6,30155.4
1781499480,30154.6,30158.4,30150.1,30153.9
1781499540,30154.3,30162.3,30152.8,30162.3
1781499600,30162.1,30171.4,30160.4,30167.3
1781499660,30167.3,30171.7,30166.9,30170.8
1781499720,30170.8,30171.8,30162.4,30162.6
1781499780,30162.6,30164.1,30157.3,30163.4
1781499840,30163.3,30165.2,30157.3,30163.8
1781499900,30163.9,30172.6,30163.9,30166.1
1781499960,30166.1,30171.4,30160.7,30165.1
1781500020,30165.1,30168.7,30163.8,30166.7
1781500080,30166.7,30171.7,30165.7,30170.7
1781500140,30170.7,30172.2,30169.9,30171.8
1781500200,30171.9,30174.8,30170.6,30171.6
1781500260,30171.7,30180.7,30168.2,30178.3
1781500320,30178.3,30182.6,30178.1,30179.7
1781500380,30179.7,30182.9,30178.9,30182.3
1781500440,30182.4,30182.6,30178.1,30179.1
1781500500,30179.1,30179.6,30177.1,30178.7
1781500560,30178.6,30182.9,30178.6,30182.6
1781500620,30182.6,30182.7,30178.3,30179.1
1781500680,30178.9,30178.9,30175.3,30177.2
1781500740,30177.1,30181.6,30176.8,30180.7
1781500800,30180.7,30182.6,30180.7,30180.9
1781500860,30180.9,30182.7,30180.8,30181.8
1781500920,30181.8,30182.8,30176.8,30182.6
1781500980,30182.7,30182.9,30181.6,30182.9
1781501040,30182.9,30190.9,30182.9,30188.8
1781501100,30188.8,30189.7,30184.9,30188.1
1781501160,30188.3,30197.6,30186.3,30197.1
1781501220,30197.1,30198.1,30192.4,30193.6
1781501280,30193.7,30198.1,30193.7,30196.7
1781501340,30196.6,30201.2,30196.4,30198.9
1781501400,30199.6,30204.2,30198.7,30202.7
1781501460,30202.6,30203.1,30198.1,30200.8
1781501520,30200.9,30202.1,30197.2,30197.7
1781501580,30197.7,30197.8,30187.7,30189.8
1781501640,30189.9,30192.6,30189.7,30189.9
1781501700,30189.9,30190.4,30187.4,30187.7
1781501760,30187.7,30190.9,30186.2,30187.1
1781501820,30187.3,30194.4,30186.7,30194.4
1781501880,30194.6,30198.8,30192.4,30196.4
1781501940,30196.6,30196.7,30192.7,30194.4
1781502000,30194.2,30196.2,30191.4,30191.9
1781502060,30191.9,30192.2,30186.7,30188.4
1781502120,30188.4,30188.6,30183.6,30185.8
1781502180,30185.8,30186.8,30183.9,30184.3
1781502240,30184.3,30188.8,30181.6,30188.8
1781502300,30188.8,30190.7,30186.3,30188.7
1781502360,30188.6,30197.6,30185.3,30197.1
1781502420,30196.9,30197.7,30194.7,30195.6
1781502480,30195.6,30196.1,30193.6,30193.9
1781502540,30193.8,30195.7,30192.4,30195.2
1781502600,30195.2,30195.3,30191.8,30194.8
1781502660,30195.1,30196.3,30193.4,30195.6
1781502720,30195.6,30195.6,30192.9,30193.9
1781502780,30193.8,30194.9,30189.3,30191.2
1781502840,30191.2,30201.2,30190.6,30199.3
1781502900,30199.4,30199.7,30198.2,30198.4
1781502960,30198.4,30199.2,30195.1,30196.3
1781503020,30196.3,30201.2,30195.8,30196.2
1781503080,30196.2,30196.9,30194.2,30194.7
1781503140,30195.2,30196.7,30193.7,30195.2
1781503200,30195.1,30196.7,30185.3,30188.3
1781503260,30188.4,30190.6,30187.2,30189.3
1781503320,30189.3,30189.6,30184.8,30186.8
1781503380,30186.8,30190.2,30186.3,30188.9
1781503440,30189.1,30191.9,30188.7,30191.2
1781503500,30191.3,30191.7,30182.7,30183.7
1781503560,30183.7,30186.6,30179.4,30179.8
1781503620,30179.7,30184.2,30179.6,30184.2
1781503680,30184.2,30184.2,30180.3,30180.6
1781503740,30180.6,30188.4,30180.6,30188.3
1781503800,30188.4,30197.2,30188.3,30191.2
1781503860,30191.2,30194.9,30189.7,30194.4
1781503920,30194.4,30194.4,30186.6,30186.7
1781503980,30186.8,30193.3,30186.8,30193.1
1781504040,30193.1,30196.4,30189.9,30196.2
1781504100,30196.3,30199.9,30195.8,30198.1
1781504160,30198.1,30201.2,30197.3,30201.2
1781504220,30201.2,30207.8,30201.2,30207.6
1781504280,30207.6,30209.9,30204.6,30208.8
1781504340,30209.1,30209.2,30203.9,30204.3
1781504400,30204.3,30204.4,30202.3,30203.3
1781504460,30203.6,30206.3,30202.1,30204.8
1781504520,30204.9,30207.7,30202.4,30205.9
1781504580,30205.8,30207.7,30203.4,30205.7
1781504640,30205.6,30208.8,30205.2,30207.9
1781504700,30208.3,30209.4,30206.6,30209.4
1781504760,30209.3,30209.8,30207.7,30208.7
1781504820,30208.7,30208.8,30201.8,30203.7
1781504880,30203.7,30208.1,30203.4,30207.6
1781504940,30207.4,30207.6,30197.3,30198.6
1781505000,30198.1,30203.7,30192.8,30194.9
1781505060,30194.3,30200.3,30194.2,30199.8
1781505120,30199.7,30202.6,30199.3,30201.4
1781505180,30201.4,30211.9,30201.2,30208.4
1781505240,30208.4,30209.1,30203.6,30208.7
1781505300,30208.7,30210.9,30207.2,30210.2
1781505360,30210.3,30210.6,30206.3,30206.6
1781505420,30206.6,30207.1,30200.4,30200.9
1781505480,30200.9,30204.3,30200.8,30202.4
1781505540,30202.6,30204.7,30200.9,30202.4
1781505600,30202.1,30203.1,30199.4,30202.7
1781505660,30202.7,30205.1,30202.1,30204.1
1781505720,30203.9,30206.8,30200.7,30200.8
1781505780,30200.8,30201.8,30187.6,30190.2
1781505840,30190.2,30191.9,30186.2,30189.7
1781505900,30189.7,30190.6,30181.8,30183.4
1781505960,30183.6,30184.6,30176.8,30179.9
1781506020,30179.9,30187.7,30179.9,30187.3
1781506080,30187.4,30193.8,30187.2,30190.7
1781506140,30190.7,30192.3,30183.1,30185.1
1781506200,30184.9,30188.1,30183.7,30185.7
1781506260,30185.8,30187.4,30181.2,30181.4
1781506320,30181.6,30186.3,30181.1,30184.6
1781506380,30184.6,30187.2,30181.7,30181.9
1781506440,30181.9,30188.1,30181.9,30185.8
1781506500,30185.7,30186.4,30182.1,30183.6
1781506560,30183.7,30183.7,30181.3,30181.7
1781506620,30181.7,30182.7,30178.3,30178.3
1781506680,30177.4,30180.8,30176.3,30180.7
1781506740,30180.9,30183.3,30178.6,30180.9
1781506800,30181.8,30187.7,30180.4,30185.7
1781506860,30185.7,30185.7,30179.6,30181.7
1781506920,30181.7,30183.3,30168.7,30168.7
1781506980,30168.7,30173.4,30168.2,30172.7
1781507040,30172.7,30177.1,30172.3,30173.9
1781507100,30173.9,30175.7,30172.7,30174.4
1781507160,30174.6,30178.1,30174.6,30177.6
1781507220,30177.6,30181.2,30177.3,30177.6
1781507280,30177.6,30178.1,30170.7,30172.6
1781507340,30172.4,30174.9,30170.9,30173.8
1781507400,30173.8,30174.2,30171.1,30173.2
1781507460,30173.4,30174.6,30170.9,30173.8
1781507520,30173.7,30174.2,30167.8,30168.1
1781507580,30168.3,30168.4,30165.7,30167.3
1781507640,30167.1,30176.7,30167.1,30174.7
1781507700,30174.6,30179.1,30174.6,30178.9
1781507760,30178.9,30187.7,30175.9,30184.3
1781507820,30184.3,30185.6,30182.3,30183.4
1781507880,30184.6,30192.2,30184.4,30192.1
1781507940,30192.1,30193.2,30190.7,30192.9
1781508000,30192.8,30195.6,30192.3,30195.6
1781508060,30195.6,30195.6,30190.8,30191.1
1781508120,30190.9,30192.9,30189.1,30192.2
1781508180,30191.6,30197.7,30191.6,30197.3
1781508240,30197.3,30200.3,30195.2,30197.8
1781508300,30197.8,30202.6,30197.7,30199.7
1781508360,30199.8,30199.8,30196.6,30199.3
1781508420,30199.3,30202.4,30198.8,30200.9
1781508480,30201.1,30207.6,30198.8,30205.2
1781508540,30205.4,30209.3,30200.9,30206.4
1781508600,30206.9,30207.2,30200.2,30200.4
1781508660,30200.6,30207.4,30200.6,30207.3
1781508720,30207.3,30210.8,30206.8,30207.3
1781508780,30207.3,30217.2,30207.3,30215.3
1781508840,30215.3,30221.6,30213.3,30217.7
1781508900,30217.7,30221.9,30217.3,30217.6
1781508960,30218.1,30221.6,30216.4,30216.7
1781509020,30217.1,30217.1,30209.6,30211.2
1781509080,30211.3,30215.6,30209.9,30215.3
1781509140,30215.3,30217.2,30214.4,30215.4
1781509200,30215.4,30217.1,30211.2,30211.2
1781509260,30211.2,30214.3,30206.4,30210.2
1781509320,30210.2,30216.1,30209.6,30215.1
1781509380,30214.9,30218.6,30213.6,30218.2
1781509440,30218.2,30218.7,30214.8,30217.6
1781509500,30217.4,30218.3,30214.4,30214.8
1781509560,30215.1,30217.3,30214.3,30217.3
1781509620,30217.2,30218.4,30213.8,30214.3
1781509680,30214.2,30214.9,30210.6,30213.2
1781509740,30213.2,30215.2,30209.6,30210.8
1781509800,30210.8,30214.6,30209.3,30213.2
1781509860,30213.3,30214.9,30209.7,30209.7
1781509920,30209.7,30213.1,30209.2,30212.8
1781509980,30212.8,30212.9,30210.1,30210.2
1781510040,30210.2,30210.3,30207.2,30209.2
1781510100,30209.1,30209.1,30206.6,30208.7
1781510160,30208.7,30212.8,30208.3,30212.1
1781510220,30212.1,30224.4,30211.9,30221.8
1781510280,30221.8,30225.4,30219.7,30225.4
1781510340,30225.4,30225.6,30223.8,30224.2
1781510400,30224.2,30224.2,30219.6,30221.1
1781510460,30221.1,30224.2,30218.8,30220.2
1781510520,30220.2,30224.8,30219.7,30222.3
1781510580,30222.3,30224.6,30218.4,30220.1
1781510640,30220.2,30222.4,30217.6,30220.6
1781510700,30220.6,30222.1,30217.3,30218.3
1781510760,30218.4,30223.7,30217.8,30218.3
1781510820,30218.2,30223.6,30216.3,30222.8
1781510880,30222.9,30229.7,30222.4,30228.8
1781510940,30228.8,30232.4,30227.6,30231.9
1781511000,30231.9,30235.8,30231.9,30233.9
1781511060,30234.3,30235.3,30229.7,30231.8
1781511120,30231.8,30236.4,30230.9,30233.6
1781511180,30233.7,30236.2,30231.9,30235.3
1781511240,30235.6,30235.9,30232.9,30233.8
1781511300,30233.9,30233.9,30230.1,30232.9
1781511360,30232.9,30235.3,30230.7,30233.8
1781511420,30233.2,30235.2,30232.7,30234.4
1781511480,30234.4,30235.2,30230.8,30230.9
1781511540,30230.9,30236.9,30230.2,30236.1
1781511600,30235.9,30236.6,30232.6,30232.7
1781511660,30232.7,30236.1,30231.7,30235.9
1781511720,30235.9,30237.7,30234.8,30235.8
1781511780,30235.7,30236.8,30230.7,30230.9
1781511840,30230.8,30231.1,30227.1,30227.4
1781511900,30227.3,30228.1,30220.2,30223.4
1781511960,30223.4,30230.3,30222.9,30229.1
1781512020,30229.2,30233.9,30228.6,30230.1
1781512080,30230.3,30233.9,30229.6,30230.7
1781512140,30230.7,30230.7,30227.4,30227.4
1781512200,30227.6,30232.9,30223.8,30226.6
1781512260,30226.8,30227.8,30221.9,30223.7
1781512320,30223.7,30223.9,30216.6,30217.8
1781512380,30217.8,30217.8,30207.7,30210.1
1781512440,30210.2,30215.2,30209.8,30214.4
1781512500,30214.2,30217.3,30208.9,30209.7
1781512560,30209.7,30217.7,30208.9,30210.1
1781512620,30210.1,30210.8,30198.3,30198.7
1781512680,30198.7,30219.7,30198.7,30214.7
1781512740,30214.3,30221.9,30214.3,30221.4
1781512800,30221.4,30224.4,30212.6,30223.2
1781512860,30223.2,30223.2,30215.1,30216.8
1781512920,30217.6,30220.8,30215.2,30218.8
1781512980,30218.7,30225.2,30218.3,30223.4
1781513040,30223.6,30224.4,30218.4,30219.6
1781513100,30219.2,30221.7,30214.2,30215.8
1781513160,30215.8,30215.8,30212.6,30214.7
1781513220,30214.6,30218.6,30213.2,30216.9
1781513280,30216.9,30222.1,30216.7,30221.6
1781513340,30221.6,30221.6,30216.3,30216.6
1781513400,30215.7,30217.4,30212.9,30213.2
1781513460,30213.2,30213.9,30204.3,30205.3
1781513520,30205.3,30206.8,30201.2,30204.7
1781513580,30204.7,30214.9,30202.1,30214.6
1781513640,30214.7,30215.6,30205.8,30212.2
1781513700,30212.2,30212.2,30205.3,30205.9
1781513760,30206.1,30217.2,30205.9,30216.2
1781513820,30215.8,30221.9,30214.8,30221.9
1781513880,30222.1,30229.4,30221.8,30228.9
1781513940,30229.3,30229.6,30226.3,30228.3
1781514000,30228.3,30237.8,30228.3,30230.1
1781514060,30230.6,30233.7,30227.6,30227.9
1781514120,30227.9,30229.4,30224.6,30227.1
1781514180,30226.8,30232.3,30225.7,30229.4
1781514240,30229.4,30230.7,30223.9,30229.9
1781514300,30230.0,30230.0,30224.7,30229.0
1781514360,30229.0,30233.9,30225.3,30229.9
1781514420,30229.2,30232.2,30225.0,30230.2
1781514480,30230.4,30232.9,30228.0,30232.2
1781514540,30232.0,30232.9,30226.4,30226.9
1781514600,30226.8,30228.8,30221.5,30223.2
1781514660,30223.3,30231.2,30222.9,30228.2
1781514720,30227.2,30228.9,30224.2,30226.5
1781514780,30226.7,30229.3,30225.9,30229.2
1781514840,30229.2,30231.4,30226.9,30228.4
1781514900,30228.5,30228.5,30215.5,30216.7
1781514960,30216.5,30220.2,30214.5,30219.8
1781515020,30219.7,30222.8,30215.4,30217.0
1781515080,30216.8,30221.8,30214.3,30218.3
1781515140,30218.3,30221.8,30218.3,30221.8
1781515200,30221.9,30230.4,30220.9,30226.8
1781515260,30226.8,30226.8,30216.3,30224.4
1781515320,30224.4,30232.0,30223.7,30231.9
1781515380,30232.0,30238.4,30231.9,30237.0
1781515440,30237.2,30241.8,30233.3,30241.8
1781515500,30241.4,30247.9,30241.3,30245.0
1781515560,30244.9,30250.0,30244.8,30249.2
1781515620,30249.3,30250.8,30244.2,30244.3
1781515680,30244.3,30244.4,30233.0,30233.2
1781515740,30233.0,30235.4,30229.5,30235.3
1781515800,30235.3,30242.9,30229.4,30239.5
1781515860,30239.8,30243.7,30228.3,30241.3
1781515920,30240.8,30240.8,30227.7,30230.7
1781515980,30230.7,30232.5,30227.3,30228.5
1781516040,30228.5,30231.3,30223.2,30223.3
1781516100,30223.3,30224.8,30216.5,30219.2
1781516160,30219.2,30223.5,30216.9,30220.9
1781516220,30221.2,30228.0,30219.0,30225.4
1781516280,30225.7,30227.0,30218.9,30218.9
1781516340,30218.9,30221.3,30216.8,30220.2
1781516400,30219.9,30222.2,30217.0,30222.2
1781516460,30222.0,30241.2,30222.0,30237.9
1781516520,30237.9,30246.5,30234.5,30246.4
1781516580,30246.3,30248.8,30245.0,30245.4
1781516640,30245.5,30245.5,30240.4,30244.9
1781516700,30245.0,30247.4,30243.0,30245.2
1781516760,30245.2,30248.3,30244.3,30245.4
1781516820,30245.4,30247.5,30240.8,30242.5
1781516880,30242.5,30248.3,30241.9,30247.2
1781516940,30247.2,30249.2,30242.2,30243.5
1781517000,30243.7,30247.8,30242.2,30246.3
1781517060,30245.9,30250.5,30244.9,30248.9
1781517120,30249.0,30250.5,30245.7,30245.8
1781517180,30245.7,30247.5,30238.2,30238.8
1781517240,30239.0,30239.9,30231.8,30234.2
1781517300,30234.3,30235.7,30230.4,30233.8
1781517360,30233.8,30236.7,30232.0,30234.9
1781517420,30234.8,30241.0,30234.7,30239.8
1781517480,30242.0,30245.9,30237.5,30237.5
1781517540,30237.7,30244.4,30237.7,30243.4
1781517600,30243.4,30245.2,30218.4,30219.2
1781517660,30220.8,30224.5,30216.4,30218.4
1781517720,30218.5,30228.5,30218.3,30227.2
1781517780,30227.0,30229.2,30215.5,30217.3
1781517840,30217.7,30237.9,30217.7,30233.4
1781517900,30233.3,30244.3,30233.3,30243.2
1781517960,30243.3,30243.7,30236.9,30240.2
1781518020,30239.9,30252.3,30238.3,30250.2
1781518080,30250.2,30250.3,30241.8,30247.2
1781518140,30247.3,30249.2,30227.3,30229.7
1781518200,30229.7,30234.0,30226.8,30233.8
1781518260,30233.8,30234.4,30219.8,30222.8
1781518320,30223.4,30228.3,30216.3,30217.2
1781518380,30217.3,30219.7,30214.5,30218.8
1781518440,30218.8,30229.2,30218.8,30227.7
1781518500,30228.2,30243.7,30226.4,30243.4
1781518560,30243.5,30248.2,30241.3,30246.9
1781518620,30246.9,30247.2,30239.4,30239.8
1781518680,30240.0,30258.4,30240.0,30253.4
