ticket,order,time_utc,time_broker,symbol,type,entry,volume,price,profit,commission,swap,fee,position_id,magic,comment
260614891,0,2026-06-28T23:12:20+00:00,1782688340,,BALANCE,IN,0.0,0.0,50000.0,0.0,0.0,0.0,0,0,Demo Deposit
260739250,330977312,2026-06-29T05:40:08+00:00,1782711608,GER40,BUY,IN,2.5,24785.1,0.0,0.0,0.0,0.0,330977312,52890969,forexsai-sr GDAX
261075065,331388704,2026-06-29T17:15:00+00:00,1782753300,GER40,SELL,OUT,2.5,24608.3,-504.35,0.0,0.0,0.0,330977312,52890969,[sl 24608.3]
261406494,331815246,2026-06-30T06:29:10+00:00,1782800950,SpotCrude,BUY,IN,5.0,71.056,0.0,0.0,0.0,0.0,331815246,52890969,fxs-sr USOIL.FOR
261440809,331860730,2026-06-30T08:01:19+00:00,1782806479,GER40,SELL,IN,5.0,24830.8,0.0,0.0,0.0,0.0,331860730,52890970,fxs GDAXI.INDX:S
261450772,331869738,2026-06-30T08:30:00+00:00,1782808200,SpotCrude,SELL,IN,5.0,70.794,0.0,0.0,0.0,0.0,331869738,52890969,fxs-sr USOIL.FOR
261462457,331886300,2026-06-30T09:01:33+00:00,1782810093,SpotCrude,BUY,OUT,5.0,70.614,90.0,0.0,0.0,0.0,331869738,52890969,[tp 70.614]
261469492,331895464,2026-06-30T09:21:57+00:00,1782811317,SpotCrude,SELL,OUT,5.0,70.417,-319.5,0.0,0.0,0.0,331815246,52890969,[sl 70.417]
261499917,331928660,2026-06-30T10:00:14+00:00,1782813614,SpotCrude,SELL,IN,5.0,70.725,0.0,0.0,0.0,0.0,331928660,52890969,fxs-sr USOIL.FOR
261542866,331991369,2026-06-30T11:36:19+00:00,1782819379,SpotCrude,BUY,OUT,5.0,71.423,-349.0,0.0,0.0,0.0,331928660,52890969,[sl 71.423]
261550969,331994416,2026-06-30T11:56:05+00:00,1782820565,SpotCrude,BUY,IN,5.0,71.153,0.0,0.0,0.0,0.0,331994416,52890969,fxs-sr USOIL.FOR
261560132,332011966,2026-06-30T12:24:11+00:00,1782822251,SpotCrude,SELL,OUT,5.0,71.32,83.5,0.0,0.0,0.0,331994416,52890969,[tp 71.320]
261560459,332012323,2026-06-30T12:25:03+00:00,1782822303,SpotCrude,BUY,IN,5.0,71.317,0.0,0.0,0.0,0.0,332012323,52890969,fxs-sr USOIL.FOR
261570767,332027988,2026-06-30T12:49:33+00:00,1782823773,GER40,BUY,OUT,5.0,24949.8,-678.0,0.0,0.0,0.0,331860730,52890970,[sl 24949.8]
261570868,332028110,2026-06-30T12:50:00+00:00,1782823800,GER40,SELL,IN,5.0,24953.4,0.0,0.0,0.0,0.0,332028110,52890970,fxs GDAXI.INDX:S
261630332,332118062,2026-06-30T15:18:19+00:00,1782832699,SpotCrude,SELL,OUT,5.0,72.059,371.0,0.0,0.0,0.0,332012323,52890969,[tp 72.059]
261642870,332133635,2026-06-30T15:35:08+00:00,1782833708,SpotCrude,BUY,IN,5.0,71.699,0.0,0.0,0.0,0.0,332133635,52890969,fxs-sr USOIL.FOR
261662952,332162278,2026-06-30T16:05:25+00:00,1782835525,SpotCrude,SELL,OUT,5.0,71.891,96.0,0.0,0.0,0.0,332133635,52890969,[tp 71.891]
261681612,332185057,2026-06-30T16:28:50+00:00,1782836930,SpotCrude,BUY,IN,5.0,71.665,0.0,0.0,0.0,0.0,332185057,52890969,fxs-sr USOIL.FOR
261775004,332302984,2026-06-30T17:42:45+00:00,1782841365,SpotCrude,SELL,OUT,5.0,71.112,-276.5,0.0,0.0,0.0,332185057,52890969,[sl 71.112]
261837594,332381940,2026-06-30T19:22:57+00:00,1782847377,SpotCrude,SELL,IN,5.0,70.615,0.0,0.0,0.0,0.0,332381940,52890969,fxs-sr USOIL.FOR
261840643,332386138,2026-06-30T19:33:38+00:00,1782848018,SpotCrude,BUY,OUT,5.0,70.426,94.5,0.0,0.0,0.0,332381940,52890969,[tp 70.426]
261920082,332483570,2026-06-30T23:38:07+00:00,1782862687,NAS100,SELL,IN,5.0,30237.4,0.0,0.0,0.0,0.0,332483570,52890971,fxs NDX.INDX:SEL
261920084,332483572,2026-06-30T23:38:07+00:00,1782862687,NAS100,SELL,IN,5.0,30237.4,0.0,0.0,0.0,0.0,332483572,52890971,fxs NDX.INDX:SEL
261921819,332483552,2026-06-30T23:43:40+00:00,1782863020,SpotCrude,BUY,IN,5.0,70.618,0.0,0.0,0.0,0.0,332483552,52890969,fxs-sr USOIL.FOR
261991753,332572722,2026-07-01T04:18:15+00:00,1782879495,GER40,BUY,IN,5.0,25013.9,0.0,0.0,0.0,0.0,332572722,52890970,fxs GDAXI.INDX:B
262012642,332597537,2026-07-01T05:00:51+00:00,1782882051,NAS100,BUY,OUT,5.0,30190.2,236.0,0.0,4.75,0.0,332483572,52890971,[tp 30190.2]
262015298,332600450,2026-07-01T05:06:04+00:00,1782882364,NAS100,BUY,OUT,5.0,30157.4,400.0,0.0,4.75,0.0,332483570,52890971,[tp 30157.4]
262015359,332600519,2026-07-01T05:06:06+00:00,1782882366,NAS100,SELL,IN,5.0,30154.2,0.0,0.0,0.0,0.0,332600519,52890971,fxs NDX.INDX:SEL
262028797,332618398,2026-07-01T05:45:48+00:00,1782884748,SpotCrude,SELL,IN,5.0,70.354,0.0,0.0,0.0,0.0,332618398,52890969,fxs-sr USOIL.FOR
262115187,332738991,2026-07-01T10:15:25+00:00,1782900925,NAS100,BUY,OUT,5.0,30073.4,404.0,0.0,0.0,0.0,332600519,52890971,[tp 30073.4]
262115361,332739252,2026-07-01T10:16:08+00:00,1782900968,NAS100,SELL,IN,5.0,30072.0,0.0,0.0,0.0,0.0,332739252,52890971,fxs NDX.INDX:SEL
262117010,332741638,2026-07-01T10:19:18+00:00,1782901158,NAS100,BUY,IN,5.0,30056.7,0.0,0.0,0.0,0.0,332741638,52890970,fxs NDX.INDX:BUY
262131364,332763637,2026-07-01T10:59:52+00:00,1782903592,GER40,BUY,OUT,5.0,25072.4,-678.46,0.0,-1.27,0.0,332028110,52890970,[sl 25072.4]
262136227,332771966,2026-07-01T11:14:11+00:00,1782904451,GER40,SELL,OUT,5.0,25080.9,381.9,0.0,0.0,0.0,332572722,52890970,[tp 25080.9]
262139052,332776105,2026-07-01T11:19:07+00:00,1782904747,SpotCrude,SELL,OUT,5.0,69.643,-487.5,0.0,12.34,0.0,332483552,52890969,[sl 69.643]
262139065,332776118,2026-07-01T11:19:08+00:00,1782904748,SpotCrude,BUY,OUT,5.0,69.622,366.0,0.0,0.0,0.0,332618398,52890969,[tp 69.622]
262163965,332811915,2026-07-01T12:46:00+00:00,1782909960,SpotCrude,SELL,IN,5.0,69.268,0.0,0.0,0.0,0.0,332811915,52890969,fxs-sr USOIL.FOR
262176430,332835651,2026-07-01T13:20:23+00:00,1782912023,NAS100,SELL,OUT,5.0,30136.7,400.0,0.0,0.0,0.0,332741638,52890970,[tp 30136.7]
262220216,332900081,2026-07-01T14:51:32+00:00,1782917492,SpotCrude,BUY,OUT,5.0,69.662,-197.0,0.0,0.0,0.0,332811915,52890969,[sl 69.662]
262225921,332908445,2026-07-01T15:03:04+00:00,1782918184,GER40,BUY,IN,5.0,24993.3,0.0,0.0,0.0,0.0,332908445,52890970,fxs GDAXI.INDX:B
262252540,332944752,2026-07-01T15:42:54+00:00,1782920574,NAS100,BUY,OUT,5.0,29992.2,399.0,0.0,0.0,0.0,332739252,52890971,[tp 29992.2]
262252839,332945142,2026-07-01T15:43:08+00:00,1782920588,NAS100,SELL,IN,5.0,29992.4,0.0,0.0,0.0,0.0,332945142,52890971,fxs NDX.INDX:SEL
262296237,333004628,2026-07-01T16:30:23+00:00,1782923423,NAS100,BUY,IN,5.0,29927.6,0.0,0.0,0.0,0.0,333004628,52890970,fxs NDX.INDX:BUY
262298705,333007877,2026-07-01T16:31:39+00:00,1782923499,NAS100,BUY,OUT,5.0,29912.4,400.0,0.0,0.0,0.0,332945142,52890971,[tp 29912.4]
262299413,333008795,2026-07-01T16:32:03+00:00,1782923523,NAS100,SELL,IN,5.0,29963.2,0.0,0.0,0.0,0.0,333008795,52890971,fxs NDX.INDX:SEL
262300774,333010729,2026-07-01T16:33:04+00:00,1782923584,NAS100,BUY,OUT,5.0,29883.2,400.0,0.0,0.0,0.0,333008795,52890971,[tp 29883.2]
262301470,333011735,2026-07-01T16:33:50+00:00,1782923630,NAS100,SELL,IN,5.0,29870.8,0.0,0.0,0.0,0.0,333011735,52890971,fxs NDX.INDX:SEL
262337106,333056432,2026-07-01T16:51:24+00:00,1782924684,NAS100,BUY,OUT,5.0,29980.8,-550.0,0.0,0.0,0.0,333011735,52890971,[sl 29980.8]
262338748,333058633,2026-07-01T16:53:01+00:00,1782924781,NAS100,SELL,IN,5.0,29988.1,0.0,0.0,0.0,0.0,333058633,52890971,fxs NDX.INDX:SEL
262343459,333065304,2026-07-01T16:59:36+00:00,1782925176,NAS100,SELL,OUT,5.0,30007.6,400.0,0.0,0.0,0.0,333004628,52890970,[tp 30007.6]
262378187,333112904,2026-07-01T17:33:39+00:00,1782927219,NAS100,BUY,IN,5.0,29974.6,0.0,0.0,0.0,0.0,333112904,52890970,fxs NDX.INDX:BUY
262393040,333132289,2026-07-01T17:45:43+00:00,1782927943,NAS100,BUY,OUT,5.0,29908.1,400.0,0.0,0.0,0.0,333058633,52890971,[tp 29908.1]
262393552,333132945,2026-07-01T17:46:04+00:00,1782927964,NAS100,SELL,IN,5.0,29899.8,0.0,0.0,0.0,0.0,333132945,52890971,fxs NDX.INDX:SEL
262407849,333153980,2026-07-01T18:04:08+00:00,1782929048,NAS100,BUY,OUT,5.0,30009.8,-550.0,0.0,0.0,0.0,333132945,52890971,[sl 30009.8]
262407905,333154069,2026-07-01T18:04:15+00:00,1782929055,NAS100,SELL,IN,5.0,30011.4,0.0,0.0,0.0,0.0,333154069,52890971,fxs NDX.INDX:SEL
262415431,333164956,2026-07-01T18:16:46+00:00,1782929806,SpotCrude,SELL,IN,5.0,69.0,0.0,0.0,0.0,0.0,333164956,52890969,fxs-sr USOIL.FOR
262416781,333166857,2026-07-01T18:19:07+00:00,1782929947,NAS100,SELL,OUT,5.0,30054.6,400.0,0.0,0.0,0.0,333112904,52890970,[tp 30054.6]
262417505,333167834,2026-07-01T18:20:32+00:00,1782930032,NAS100,BUY,IN,5.0,30056.4,0.0,0.0,0.0,0.0,333167834,52890970,fxs NDX.INDX:BUY
262422041,333174301,2026-07-01T18:28:08+00:00,1782930488,SpotCrude,BUY,OUT,5.0,68.783,108.5,0.0,0.0,0.0,333164956,52890969,[tp 68.783]
262422374,333174687,2026-07-01T18:28:42+00:00,1782930522,SpotCrude,SELL,IN,5.0,68.808,0.0,0.0,0.0,0.0,333174687,52890969,fxs-v2 FALLBACK_
262422407,333174743,2026-07-01T18:28:50+00:00,1782930530,GER40,SELL,OUT,5.0,25060.3,381.58,0.0,0.0,0.0,332908445,52890970,[tp 25060.3]
262461816,333221893,2026-07-01T19:42:38+00:00,1782934958,NAS100,SELL,OUT,5.0,29946.4,-550.0,0.0,0.0,0.0,333167834,52890970,[sl 29946.4]
262461840,333221918,2026-07-01T19:42:38+00:00,1782934958,NAS100,BUY,IN,5.0,29948.2,0.0,0.0,0.0,0.0,333221918,52890970,fxs NDX.INDX:BUY
262468063,333229245,2026-07-01T19:59:32+00:00,1782935972,NAS100,BUY,OUT,5.0,29931.4,400.0,0.0,0.0,0.0,333154069,52890971,[tp 29931.4]
262468154,333229333,2026-07-01T19:59:53+00:00,1782935993,NAS100,SELL,IN,5.0,29930.3,0.0,0.0,0.0,0.0,333229333,52890971,fxs NDX.INDX:SEL
262501157,333272832,2026-07-01T21:54:46+00:00,1782942886,NAS100,BUY,OUT,5.0,29850.3,400.0,0.0,0.0,0.0,333229333,52890971,[tp 29850.3]
262520919,333297174,2026-07-01T22:57:08+00:00,1782946628,NAS100,SELL,OUT,5.0,29838.2,-550.0,0.0,0.0,0.0,333221918,52890970,[sl 29838.2]
262533496,333315369,2026-07-01T23:41:39+00:00,1782949299,NAS100,SELL,IN,5.0,29793.1,0.0,0.0,0.0,0.0,333315369,52890971,fxs NDX.INDX:SEL
262562817,333358957,2026-07-02T03:03:26+00:00,1782961406,NAS100,BUY,OUT,5.0,29713.1,400.0,0.0,4.68,0.0,333315369,52890971,[tp 29713.1]
262563014,333359198,2026-07-02T03:03:47+00:00,1782961427,NAS100,SELL,IN,5.0,29712.5,0.0,0.0,0.0,0.0,333359198,52890971,fxs NDX.INDX:SEL
262574499,333375228,2026-07-02T03:36:16+00:00,1782963376,NAS100,BUY,OUT,5.0,29822.5,-550.0,0.0,0.0,0.0,333359198,52890971,[sl 29822.5]
262574641,333375412,2026-07-02T03:37:01+00:00,1782963421,NAS100,SELL,IN,5.0,29815.5,0.0,0.0,0.0,0.0,333375412,52890971,fxs NDX.INDX:SEL
262587228,333393024,2026-07-02T04:05:42+00:00,1782965142,NAS100,SELL,IN,5.0,29898.8,0.0,0.0,0.0,0.0,333393024,52890970,fxs NDX.INDX:SEL
262588379,333395226,2026-07-02T04:09:00+00:00,1782965340,NAS100,BUY,OUT,5.0,29925.5,-550.0,0.0,0.0,0.0,333375412,52890971,[sl 29925.5]
262588551,333395527,2026-07-02T04:09:23+00:00,1782965363,NAS100,SELL,IN,5.0,29928.7,0.0,0.0,0.0,0.0,333395527,52890971,fxs NDX.INDX:SEL
262652291,333486556,2026-07-02T07:31:49+00:00,1782977509,NAS100,BUY,OUT,5.0,29848.7,400.0,0.0,0.0,0.0,333395527,52890971,[tp 29848.7]
262652542,333486998,2026-07-02T07:32:22+00:00,1782977542,NAS100,SELL,IN,5.0,29846.0,0.0,0.0,0.0,0.0,333486998,52890971,fxs NDX.INDX:SEL
262654170,333490139,2026-07-02T07:40:17+00:00,1782978017,NAS100,BUY,OUT,5.0,29818.8,400.0,0.0,0.0,0.0,333393024,52890970,[tp 29818.8]
262689539,333540292,2026-07-02T09:04:31+00:00,1782983071,NAS100,BUY,OUT,5.0,29766.0,400.0,0.0,0.0,0.0,333486998,52890971,[tp 29766.0]
262689625,333540405,2026-07-02T09:04:36+00:00,1782983076,NAS100,SELL,IN,5.0,29764.8,0.0,0.0,0.0,0.0,333540405,52890971,fxs NDX.INDX:SEL
262707723,333565569,2026-07-02T09:47:17+00:00,1782985637,NAS100,BUY,OUT,5.0,29684.8,400.0,0.0,0.0,0.0,333540405,52890971,[tp 29684.8]
262708905,333567065,2026-07-02T09:49:15+00:00,1782985755,NAS100,SELL,IN,5.0,29669.7,0.0,0.0,0.0,0.0,333567065,52890971,fxs NDX.INDX:SEL
262722059,333584214,2026-07-02T10:12:45+00:00,1782987165,NAS100,BUY,OUT,5.0,29589.7,400.0,0.0,0.0,0.0,333567065,52890971,[tp 29589.7]
262722669,333585003,2026-07-02T10:14:01+00:00,1782987241,NAS100,SELL,IN,5.0,29588.8,0.0,0.0,0.0,0.0,333585003,52890971,fxs NDX.INDX:SEL
262729796,333594120,2026-07-02T10:31:25+00:00,1782988285,SpotCrude,SELL,IN,5.0,68.581,0.0,0.0,0.0,0.0,333594120,52890970,fxs USOIL.FOREX:
262756153,333629370,2026-07-02T11:31:30+00:00,1782991890,NAS100,BUY,OUT,5.0,29698.8,-550.0,0.0,0.0,0.0,333585003,52890971,[sl 29698.8]
262756583,333630074,2026-07-02T11:32:36+00:00,1782991956,NAS100,SELL,IN,5.0,29716.3,0.0,0.0,0.0,0.0,333630074,52890971,fxs NDX.INDX:SEL
262818747,333721053,2026-07-02T14:22:54+00:00,1783002174,SpotCrude,BUY,OUT,5.0,67.868,356.5,0.0,0.0,0.0,333594120,52890970,[tp 67.868]
262828943,333736020,2026-07-02T14:52:22+00:00,1783003942,NAS100,BUY,OUT,5.0,29826.3,-550.0,0.0,0.0,0.0,333630074,52890971,[sl 29826.3]
262828956,333736040,2026-07-02T14:52:29+00:00,1783003949,NAS100,SELL,IN,5.0,29819.3,0.0,0.0,0.0,0.0,333736040,52890971,fxs NDX.INDX:SEL
262846831,333762402,2026-07-02T15:29:57+00:00,1783006197,NAS100,BUY,OUT,5.0,29929.3,-550.0,0.0,0.0,0.0,333736040,52890971,[sl 29929.3]
262851501,333767362,2026-07-02T15:30:22+00:00,1783006222,NAS100,SELL,IN,5.0,29972.6,0.0,0.0,0.0,0.0,333767362,52890971,fxs NDX.INDX:SEL
262893570,333819106,2026-07-02T16:01:12+00:00,1783008072,NAS100,BUY,OUT,5.0,29892.6,400.0,0.0,0.0,0.0,333767362,52890971,[tp 29892.6]
262895999,333821951,2026-07-02T16:02:46+00:00,1783008166,NAS100,SELL,IN,5.0,29920.3,0.0,0.0,0.0,0.0,333821951,52890971,fxs NDX.INDX:SEL
262919323,333850535,2026-07-02T16:28:59+00:00,1783009739,NAS100,BUY,OUT,5.0,29840.3,400.0,0.0,0.0,0.0,333821951,52890971,[tp 29840.3]
262919527,333850768,2026-07-02T16:29:13+00:00,1783009753,NAS100,SELL,IN,5.0,29836.3,0.0,0.0,0.0,0.0,333850768,52890971,fxs NDX.INDX:SEL
262951628,333889239,2026-07-02T16:49:17+00:00,1783010957,NAS100,BUY,OUT,5.0,29946.3,-550.0,0.0,0.0,0.0,333850768,52890971,[sl 29946.3]
262952993,333891018,2026-07-02T16:50:08+00:00,1783011008,NAS100,SELL,IN,5.0,29932.7,0.0,0.0,0.0,0.0,333891018,52890971,fxs NDX.INDX:SEL
262958265,333897658,2026-07-02T16:54:31+00:00,1783011271,SpotCrude,BUY,IN,5.0,68.37,0.0,0.0,0.0,0.0,333897658,52890969,fxs-sr USOIL.FOR
262986252,333932724,2026-07-02T17:21:27+00:00,1783012887,NAS100,BUY,OUT,5.0,29851.7,405.0,0.0,0.0,0.0,333891018,52890971,[tp 29851.7]
262987231,333933930,2026-07-02T17:22:13+00:00,1783012933,NAS100,SELL,IN,5.0,29859.7,0.0,0.0,0.0,0.0,333933930,52890971,fxs NDX.INDX:SEL
262991433,333939117,2026-07-02T17:27:01+00:00,1783013221,NAS100,BUY,OUT,5.0,29779.7,400.0,0.0,0.0,0.0,333933930,52890971,[tp 29779.7]
262992813,333940664,2026-07-02T17:27:42+00:00,1783013262,NAS100,SELL,IN,5.0,29715.5,0.0,0.0,0.0,0.0,333940664,52890971,fxs NDX.INDX:SEL
263004129,333954031,2026-07-02T17:35:15+00:00,1783013715,NAS100,BUY,OUT,5.0,29635.5,400.0,0.0,0.0,0.0,333940664,52890971,[tp 29635.5]
263005103,333955201,2026-07-02T17:36:06+00:00,1783013766,NAS100,SELL,IN,5.0,29651.8,0.0,0.0,0.0,0.0,333955201,52890971,fxs NDX.INDX:SEL
263010262,333961693,2026-07-02T17:42:08+00:00,1783014128,NAS100,BUY,OUT,5.0,29571.8,400.0,0.0,0.0,0.0,333955201,52890971,[tp 29571.8]
263011341,333963007,2026-07-02T17:43:08+00:00,1783014188,NAS100,SELL,IN,5.0,29540.5,0.0,0.0,0.0,0.0,333963007,52890971,fxs NDX.INDX:SEL
263030369,333986559,2026-07-02T18:05:36+00:00,1783015536,NAS100,BUY,OUT,5.0,29460.5,400.0,0.0,0.0,0.0,333963007,52890971,[tp 29460.5]
263031717,333988231,2026-07-02T18:06:50+00:00,1783015610,NAS100,SELL,IN,5.0,29420.2,0.0,0.0,0.0,0.0,333988231,52890971,fxs NDX.INDX:SEL
263051994,334015060,2026-07-02T18:35:20+00:00,1783017320,NAS100,BUY,OUT,5.0,29530.2,-550.0,0.0,0.0,0.0,333988231,52890971,[sl 29530.2]
263052374,334015525,2026-07-02T18:36:12+00:00,1783017372,NAS100,SELL,IN,5.0,29533.3,0.0,0.0,0.0,0.0,334015525,52890971,fxs NDX.INDX:SEL
263057736,334022423,2026-07-02T18:49:23+00:00,1783018163,NAS100,BUY,OUT,5.0,29453.3,400.0,0.0,0.0,0.0,334015525,52890971,[tp 29453.3]
263058291,334023069,2026-07-02T18:50:08+00:00,1783018208,NAS100,SELL,IN,5.0,29435.7,0.0,0.0,0.0,0.0,334023069,52890971,fxs NDX.INDX:SEL
263063836,334030343,2026-07-02T19:02:46+00:00,1783018966,NAS100,BUY,OUT,5.0,29356.2,397.5,0.0,0.0,0.0,334023069,52890971,[tp 29356.2]
263064492,334031256,2026-07-02T19:03:46+00:00,1783019026,NAS100,SELL,IN,5.0,29369.6,0.0,0.0,0.0,0.0,334031256,52890971,fxs NDX.INDX:SEL
263077263,334048389,2026-07-02T19:30:33+00:00,1783020633,NAS100,BUY,OUT,5.0,29289.6,400.0,0.0,0.0,0.0,334031256,52890971,[tp 29289.6]
263078448,334049936,2026-07-02T19:31:34+00:00,1783020694,NAS100,SELL,IN,5.0,29286.3,0.0,0.0,0.0,0.0,334049936,52890971,fxs NDX.INDX:SEL
263083272,334055816,2026-07-02T19:37:49+00:00,1783021069,NAS100,BUY,OUT,5.0,29206.3,400.0,0.0,0.0,0.0,334049936,52890971,[tp 29206.3]
263083749,334056435,2026-07-02T19:38:30+00:00,1783021110,NAS100,SELL,IN,5.0,29211.6,0.0,0.0,0.0,0.0,334056435,52890971,fxs NDX.INDX:SEL
263109737,334088360,2026-07-02T20:38:31+00:00,1783024711,NAS100,BUY,OUT,5.0,29131.6,400.0,0.0,0.0,0.0,334056435,52890971,[tp 29131.6]
263110167,334088872,2026-07-02T20:39:30+00:00,1783024770,NAS100,SELL,IN,5.0,29130.3,0.0,0.0,0.0,0.0,334088872,52890971,fxs NDX.INDX:SEL
263123028,334104700,2026-07-02T21:10:14+00:00,1783026614,NAS100,BUY,OUT,5.0,29240.3,-550.0,0.0,0.0,0.0,334088872,52890971,[sl 29240.3]
263123068,334104742,2026-07-02T21:10:22+00:00,1783026622,NAS100,SELL,IN,5.0,29248.7,0.0,0.0,0.0,0.0,334104742,52890971,fxs NDX.INDX:SEL
263125247,334107900,2026-07-02T21:16:44+00:00,1783027004,SpotCrude,SELL,OUT,5.0,69.081,355.5,0.0,0.0,0.0,333897658,52890969,[tp 69.081]
263125756,334108476,2026-07-02T21:17:57+00:00,1783027077,NAS100,BUY,OUT,5.0,29168.7,400.0,0.0,0.0,0.0,334104742,52890971,[tp 29168.7]
263126556,334109357,2026-07-02T21:19:15+00:00,1783027155,NAS100,SELL,IN,5.0,29178.3,0.0,0.0,0.0,0.0,334109357,52890971,fxs NDX.INDX:SEL
263142384,334125698,2026-07-02T22:08:00+00:00,1783030080,SpotCrude,BUY,IN,5.0,69.004,0.0,0.0,0.0,0.0,334125698,52890969,fxs-sr USOIL.FOR
263149981,334136450,2026-07-02T22:26:12+00:00,1783031172,NAS100,BUY,OUT,5.0,29098.2,400.5,0.0,0.0,0.0,334109357,52890971,[tp 29098.2]
263150613,334137155,2026-07-02T22:27:20+00:00,1783031240,NAS100,SELL,IN,5.0,29131.5,0.0,0.0,0.0,0.0,334137155,52890971,fxs NDX.INDX:SEL
263159899,334147633,2026-07-02T22:50:00+00:00,1783032600,NAS100,BUY,OUT,5.0,29242.6,-555.5,0.0,0.0,0.0,334137155,52890971,[sl 29242.6]
263160192,334147970,2026-07-02T22:50:06+00:00,1783032606,NAS100,SELL,IN,5.0,29252.8,0.0,0.0,0.0,0.0,334147970,52890971,fxs NDX.INDX:SEL
263160899,334148864,2026-07-02T22:51:27+00:00,1783032687,SpotCrude,SELL,IN,5.0,68.961,0.0,0.0,0.0,0.0,334148864,52890970,fxs USOIL.FOREX:
263186100,334182849,2026-07-03T01:39:44+00:00,1783042784,NAS100,BUY,OUT,5.0,29366.0,-566.0,0.0,4.6,0.0,334147970,52890971,[sl 29366.0]
263186264,334183098,2026-07-03T01:40:53+00:00,1783042853,NAS100,SELL,IN,5.0,29364.9,0.0,0.0,0.0,0.0,334183098,52890971,fxs NDX.INDX:SEL
263231809,334245226,2026-07-03T03:46:05+00:00,1783050365,NAS100,BUY,OUT,5.0,29284.9,400.0,0.0,0.0,0.0,334183098,52890971,[tp 29284.9]
263241718,334257321,2026-07-03T04:01:39+00:00,1783051299,NAS100,SELL,IN,5.0,29299.3,0.0,0.0,0.0,0.0,334257321,52890971,fxs NDX.INDX:SEL
263245765,334262164,2026-07-03T04:05:38+00:00,1783051538,NAS100,BUY,OUT,5.0,29409.3,-550.0,0.0,0.0,0.0,334257321,52890971,[sl 29409.3]
263245873,334262282,2026-07-03T04:05:47+00:00,1783051547,NAS100,SELL,IN,5.0,29409.7,0.0,0.0,0.0,0.0,334262282,52890971,fxs NDX.INDX:SEL
